#separator:tab
#html:true
"<div><span class=""cloze"" data-cloze=""750"" data-ordinal=""1"">[#]</span> Watts are in 1 <span class=""cloze-inactive"" data-ordinal=""2"">horsepower</span>.<br></div>"	"<div><span class=""cloze"" data-ordinal=""1"">750</span> Watts are in 1 <span class=""cloze-inactive"" data-ordinal=""2"">horsepower</span>.<br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"<span class=""cloze"" data-cloze=""&lt;b&gt;Capacitance&#x20;&#x28;C&#x29;&lt;&#x2F;b&gt;"" data-ordinal=""1"">[...]</span> is the <span class=""cloze-inactive"" data-ordinal=""2""><u><i>amount</i> of charge (q)</u></span> that can be <i>stored per</i> <span class=""cloze-inactive"" data-ordinal=""2""><u>volt (V)</u></span> in a capacitor."	"<span class=""cloze"" data-ordinal=""1""><b>Capacitance (C)</b></span> is the <span class=""cloze-inactive"" data-ordinal=""2""><u><i>amount</i> of charge (q)</u></span> that can be <i>stored per</i> <span class=""cloze-inactive"" data-ordinal=""2""><u>volt (V)</u></span> in a capacitor.
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""paste-c7e78d5e954653a6c826d15c0eab07c450344d70.jpg""><br></div><div><br></div><img src=""fa5302388789d8ca84fecd5612bebc71.png""></div>"
"<span class=""cloze-inactive"" data-ordinal=""1""><b>Capacitance (C)</b></span> is the <span class=""cloze"" data-cloze=""&lt;u&gt;&lt;i&gt;amount&lt;&#x2F;i&gt;&#x20;of&#x20;charge&#x20;&#x28;q&#x29;&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> that can be <i>stored per</i> <span class=""cloze"" data-cloze=""&lt;u&gt;volt&#x20;&#x28;V&#x29;&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> in a capacitor."	"<span class=""cloze-inactive"" data-ordinal=""1""><b>Capacitance (C)</b></span> is the <span class=""cloze"" data-ordinal=""2""><u><i>amount</i> of charge (q)</u></span> that can be <i>stored per</i> <span class=""cloze"" data-ordinal=""2""><u>volt (V)</u></span> in a capacitor.
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""paste-c7e78d5e954653a6c826d15c0eab07c450344d70.jpg""><br></div><div><br></div><img src=""fa5302388789d8ca84fecd5612bebc71.png""></div>"
"Equation for the <span class=""cloze-inactive"" data-ordinal=""2""><b>capacitance (C)</b></span> of <i>some</i> material capable of acting as a capacitor:<div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;paste&#x2D;c7e78d5e954653a6c826d15c0eab07c450344d70&#x2E;jpg&quot;&gt;"" data-ordinal=""1"">[...]</span></div>"	"Equation for the <span class=""cloze-inactive"" data-ordinal=""2""><b>capacitance (C)</b></span> of <i>some</i> material capable of acting as a capacitor:<div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""paste-c7e78d5e954653a6c826d15c0eab07c450344d70.jpg""></span></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- <b>C</b> = capacitance; <b>q</b> = stored charge; <b>V</b> = voltage.</div><div>- This is the <u>amount of charge</u> that can be stored per volt across the two conducting plates in a capacitor.</div><div><br></div><div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"Equation for the <span class=""cloze"" data-cloze=""&lt;b&gt;capacitance&#x20;&#x28;C&#x29;&lt;&#x2F;b&gt;"" data-ordinal=""2"">[...]</span> of <i>some</i> material capable of acting as a capacitor:<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1""><img src=""paste-c7e78d5e954653a6c826d15c0eab07c450344d70.jpg""></span></div>"	"Equation for the <span class=""cloze"" data-ordinal=""2""><b>capacitance (C)</b></span> of <i>some</i> material capable of acting as a capacitor:<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1""><img src=""paste-c7e78d5e954653a6c826d15c0eab07c450344d70.jpg""></span></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- <b>C</b> = capacitance; <b>q</b> = stored charge; <b>V</b> = voltage.</div><div>- This is the <u>amount of charge</u> that can be stored per volt across the two conducting plates in a capacitor.</div><div><br></div><div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"The SI unit for <b>capacitance</b> is <span class=""cloze"" data-cloze=""farad&#x20;&#x28;F&#x29;"" data-ordinal=""1"">[...]</span>."	"The SI unit for <b>capacitance</b> is <span class=""cloze"" data-ordinal=""1"">farad (F)</span>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>1 <b>farad </b>= 1<b>C/V</b></div><div><br></div><div><img src=""paste-c7e78d5e954653a6c826d15c0eab07c450344d70.jpg""><br></div><div><br></div><div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"1 <b>farad (F)&nbsp;</b>= 1 <span class=""cloze"" data-cloze=""C"" data-ordinal=""1"">[...]</span>/<span class=""cloze"" data-cloze=""V"" data-ordinal=""1"">[...]</span>."	"1 <b>farad (F)&nbsp;</b>= 1 <span class=""cloze"" data-ordinal=""1"">C</span>/<span class=""cloze"" data-ordinal=""1"">V</span>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>This is the SI unit for <b><u>capacitance</u></b> in a capacitor.</div><div><br></div><div><img src=""paste-c7e78d5e954653a6c826d15c0eab07c450344d70.jpg""><br></div><div><br></div><div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"<div><span class=""cloze"" data-cloze=""&lt;i&#x20;style&#x3D;&quot;font&#x2D;weight&#x3A;&#x20;bold&#x3B;&quot;&gt;κ&lt;&#x2F;i&gt;&amp;nbsp&#x3B;&#x28;top&#x29;"" data-ordinal=""1"">[symbol]</span> represents the <span class=""cloze-inactive"" data-ordinal=""2""><u>dielectric constant</u></span> in the below equation for <b>capacitance (C)</b>.</div><div><br></div><img src=""492a85f944c73a21e5d9ba182e2dd691.png"">"	"<div><span class=""cloze"" data-ordinal=""1""><i style=""font-weight: bold;"">κ</i>&nbsp;(top)</span> represents the <span class=""cloze-inactive"" data-ordinal=""2""><u>dielectric constant</u></span> in the below equation for <b>capacitance (C)</b>.</div><div><br></div><img src=""492a85f944c73a21e5d9ba182e2dd691.png"">
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"<div><span class=""cloze-inactive"" data-ordinal=""1""><i style=""font-weight: bold;"">κ</i>&nbsp;(top)</span> represents the <span class=""cloze"" data-cloze=""&lt;u&gt;dielectric&#x20;constant&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> in the below equation for <b>capacitance (C)</b>.</div><div><br></div><img src=""492a85f944c73a21e5d9ba182e2dd691.png"">"	"<div><span class=""cloze-inactive"" data-ordinal=""1""><i style=""font-weight: bold;"">κ</i>&nbsp;(top)</span> represents the <span class=""cloze"" data-ordinal=""2""><u>dielectric constant</u></span> in the below equation for <b>capacitance (C)</b>.</div><div><br></div><img src=""492a85f944c73a21e5d9ba182e2dd691.png"">
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"<div><b>Capacitors</b> with <span class=""cloze"" data-cloze=""&lt;i&gt;larger&lt;&#x2F;i&gt;"" data-ordinal=""1"">[larger/smaller]</span> <u>areas (A)</u> will store <i>more</i> charge.</div>"	"<div><b>Capacitors</b> with <span class=""cloze"" data-ordinal=""1""><i>larger</i></span> <u>areas (A)</u> will store <i>more</i> charge.</div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""492a85f944c73a21e5d9ba182e2dd691.png""><br></div><div><br></div><div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"<div><b>Capacitors</b> with a <span class=""cloze"" data-cloze=""&lt;i&gt;larger&lt;&#x2F;i&gt;"" data-ordinal=""1"">[larger/smaller]</span> <u>dielectric constant</u>&nbsp;(κ)&nbsp;will store <i>more</i> charge.</div>"	"<div><b>Capacitors</b> with a <span class=""cloze"" data-ordinal=""1""><i>larger</i></span> <u>dielectric constant</u>&nbsp;(κ)&nbsp;will store <i>more</i> charge.</div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""492a85f944c73a21e5d9ba182e2dd691.png""><br></div><div><br></div><div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"<div><b>Capacitors</b> with a <span class=""cloze"" data-cloze=""&lt;i&gt;smaller&lt;&#x2F;i&gt;"" data-ordinal=""1"">[larger/smaller]</span> <u>distance (d)</u>&nbsp;between the plates will store <i>more</i> charge.</div>"	"<div><b>Capacitors</b> with a <span class=""cloze"" data-ordinal=""1""><i>smaller</i></span> <u>distance (d)</u>&nbsp;between the plates will store <i>more</i> charge.</div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""492a85f944c73a21e5d9ba182e2dd691.png""><br></div><div><br></div><div><img src=""fa5302388789d8ca84fecd5612bebc71.png""><br></div></div>"
"<div><b>Capacitors</b> in <span class=""cloze"" data-cloze=""parallel"" data-ordinal=""1"">[parallel/series]</span> have the <i>same </i><span class=""cloze-inactive"" data-ordinal=""2""><u>voltages (V)</u></span> across them.<br></div>"	"<div><b>Capacitors</b> in <span class=""cloze"" data-ordinal=""1"">parallel</span> have the <i>same </i><span class=""cloze-inactive"" data-ordinal=""2""><u>voltages (V)</u></span> across them.<br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>...because the left side of each capacitor is connected <u>directly</u> to the <b>battery</b>, and the right side of each capacitor is connected <u>directly</u> to the <b>battery</b>.</div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""><br></div>"
"<div><b>Capacitors</b> in <span class=""cloze-inactive"" data-ordinal=""1"">parallel</span> have the <i>same </i><span class=""cloze"" data-cloze=""&lt;u&gt;voltages&#x20;&#x28;V&#x29;&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> across them.<br></div>"	"<div><b>Capacitors</b> in <span class=""cloze-inactive"" data-ordinal=""1"">parallel</span> have the <i>same </i><span class=""cloze"" data-ordinal=""2""><u>voltages (V)</u></span> across them.<br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>...because the left side of each capacitor is connected <u>directly</u> to the <b>battery</b>, and the right side of each capacitor is connected <u>directly</u> to the <b>battery</b>.</div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""><br></div>"
"<b>Capacitors</b>&nbsp;in <span class=""cloze"" data-cloze=""series"" data-ordinal=""1"">[parallel/series]</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze-inactive"" data-ordinal=""2""><u>charges (q)</u></span> across them."	"<b>Capacitors</b>&nbsp;in <span class=""cloze"" data-ordinal=""1"">series</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze-inactive"" data-ordinal=""2""><u>charges (q)</u></span> across them.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Capacitors in parallel have the same voltages.</div><div><br></div><div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div></div>"
"<b>Capacitors</b>&nbsp;in <span class=""cloze-inactive"" data-ordinal=""1"">series</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze"" data-cloze=""&lt;u&gt;charges&#x20;&#x28;q&#x29;&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> across them."	"<b>Capacitors</b>&nbsp;in <span class=""cloze-inactive"" data-ordinal=""1"">series</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze"" data-ordinal=""2""><u>charges (q)</u></span> across them.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Capacitors in parallel have the same voltages.</div><div><br></div><div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div></div>"
"<b>Capacitors</b> in <span class=""cloze"" data-cloze=""&lt;u&gt;parallel&lt;&#x2F;u&gt;"" data-ordinal=""2"">[parallel/series]</span> are each<i> directly</i> connected to the battery."	"<b>Capacitors</b> in <span class=""cloze"" data-ordinal=""2""><u>parallel</u></span> are each<i> directly</i> connected to the battery.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Both left &amp; right sides of each capacitor are connected directly to the battery. This gives them each the <u>same</u> <b>potential difference</b>.</div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""><br></div>"
"<b>Capacitors</b> in <span class=""cloze"" data-cloze=""&lt;u&gt;series&lt;&#x2F;u&gt;"" data-ordinal=""2"">[parallel/series]</span> are <i>not </i>connected directly to the battery - most are connected to <i>each other</i>."	"<b>Capacitors</b> in <span class=""cloze"" data-ordinal=""2""><u>series</u></span> are <i>not </i>connected directly to the battery - most are connected to <i>each other</i>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>This gives them each <u>different</u>&nbsp;<b>potential differences</b>.</div><div><br></div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div>"
"The <i>flow </i>of charge (q) in a <b>circuit</b> <i>stops</i> once the <span class=""cloze"" data-cloze=""&lt;u&gt;capacitor&lt;&#x2F;u&gt;"" data-ordinal=""1"">[...]</span>'s <span class=""cloze-inactive"" data-ordinal=""2"">voltage</span> = <span class=""cloze"" data-cloze=""&lt;u&gt;battery&lt;&#x2F;u&gt;"" data-ordinal=""1"">[...]</span>'s <span class=""cloze-inactive"" data-ordinal=""2"">voltage</span>."	"The <i>flow </i>of charge (q) in a <b>circuit</b> <i>stops</i> once the <span class=""cloze"" data-ordinal=""1""><u>capacitor</u></span>'s <span class=""cloze-inactive"" data-ordinal=""2"">voltage</span> = <span class=""cloze"" data-ordinal=""1""><u>battery</u></span>'s <span class=""cloze-inactive"" data-ordinal=""2"">voltage</span>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>...because the capacitors will have their maximum charges.</div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"The <i>flow </i>of charge (q) in a <b>circuit</b> <i>stops</i> once the <span class=""cloze-inactive"" data-ordinal=""1""><u>capacitor</u></span>'s <span class=""cloze"" data-cloze=""voltage"" data-ordinal=""2"">[...]</span> = <span class=""cloze-inactive"" data-ordinal=""1""><u>battery</u></span>'s <span class=""cloze"" data-cloze=""voltage"" data-ordinal=""2"">[...]</span>."	"The <i>flow </i>of charge (q) in a <b>circuit</b> <i>stops</i> once the <span class=""cloze-inactive"" data-ordinal=""1""><u>capacitor</u></span>'s <span class=""cloze"" data-ordinal=""2"">voltage</span> = <span class=""cloze-inactive"" data-ordinal=""1""><u>battery</u></span>'s <span class=""cloze"" data-ordinal=""2"">voltage</span>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>...because the capacitors will have their maximum charges.</div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"<div>Total <i>amount</i> of&nbsp;<b>charge (q)</b> stored<i> </i>by two capacitors in <span class=""cloze"" data-cloze=""&lt;u&gt;parallel&lt;&#x2F;u&gt;"" data-ordinal=""1"">[parallel/series]</span> in a circuit:</div><div><br></div><span class=""cloze-inactive"" data-ordinal=""3""><img src=""b4032d62d69c770f476c6e30fac0723a.png""></span><br>"	"<div>Total <i>amount</i> of&nbsp;<b>charge (q)</b> stored<i> </i>by two capacitors in <span class=""cloze"" data-ordinal=""1""><u>parallel</u></span> in a circuit:</div><div><br></div><span class=""cloze-inactive"" data-ordinal=""3""><img src=""b4032d62d69c770f476c6e30fac0723a.png""></span><br>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Capacitors in parallel have the same voltages but different charges.</div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"<div>Total <i>amount</i> of&nbsp;<b>charge (q)</b> stored<i> </i>by two capacitors in <span class=""cloze-inactive"" data-ordinal=""1""><u>parallel</u></span> in a circuit:</div><div><br></div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;b4032d62d69c770f476c6e30fac0723a&#x2E;png&quot;&gt;"" data-ordinal=""3"">[...]</span><br>"	"<div>Total <i>amount</i> of&nbsp;<b>charge (q)</b> stored<i> </i>by two capacitors in <span class=""cloze-inactive"" data-ordinal=""1""><u>parallel</u></span> in a circuit:</div><div><br></div><span class=""cloze"" data-ordinal=""3""><img src=""b4032d62d69c770f476c6e30fac0723a.png""></span><br>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Capacitors in parallel have the same voltages but different charges.</div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"<div>Equivalent capacitance (C) stored<i> </i>by <b>capacitors</b> in <span class=""cloze"" data-cloze=""&lt;u&gt;parallel&lt;&#x2F;u&gt;"" data-ordinal=""1"">[parallel/series]</span> in a circuit:</div><div><br></div><span class=""cloze-inactive"" data-ordinal=""3""><img src=""1503bf82589851867bf85b39f6d51303.png""></span><br>"	"<div>Equivalent capacitance (C) stored<i> </i>by <b>capacitors</b> in <span class=""cloze"" data-ordinal=""1""><u>parallel</u></span> in a circuit:</div><div><br></div><span class=""cloze-inactive"" data-ordinal=""3""><img src=""1503bf82589851867bf85b39f6d51303.png""></span><br>
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"<div>Equivalent capacitance (C) stored<i> </i>by <b>capacitors</b> in <span class=""cloze-inactive"" data-ordinal=""1""><u>parallel</u></span> in a circuit:</div><div><br></div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;1503bf82589851867bf85b39f6d51303&#x2E;png&quot;&gt;"" data-ordinal=""3"">[...]</span><br>"	"<div>Equivalent capacitance (C) stored<i> </i>by <b>capacitors</b> in <span class=""cloze-inactive"" data-ordinal=""1""><u>parallel</u></span> in a circuit:</div><div><br></div><span class=""cloze"" data-ordinal=""3""><img src=""1503bf82589851867bf85b39f6d51303.png""></span><br>
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze"" data-cloze=""&lt;u&gt;parallel&lt;&#x2F;u&gt;"" data-ordinal=""1"">[parallel/series]</span> will always&nbsp;be <span class=""cloze-inactive"" data-ordinal=""2""><i>greater</i></span> than the capacitance of one on its own."	"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze"" data-ordinal=""1""><u>parallel</u></span> will always&nbsp;be <span class=""cloze-inactive"" data-ordinal=""2""><i>greater</i></span> than the capacitance of one on its own.
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""1503bf82589851867bf85b39f6d51303.png""><br></div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze-inactive"" data-ordinal=""1""><u>parallel</u></span> will always&nbsp;be <span class=""cloze"" data-cloze=""&lt;i&gt;greater&lt;&#x2F;i&gt;"" data-ordinal=""2"">[greater/lower]</span> than the capacitance of one on its own."	"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze-inactive"" data-ordinal=""1""><u>parallel</u></span> will always&nbsp;be <span class=""cloze"" data-ordinal=""2""><i>greater</i></span> than the capacitance of one on its own.
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""1503bf82589851867bf85b39f6d51303.png""><br></div><div><br></div><img src=""ea2ea731e78560b906723c2d6ea1bc10.png""></div>"
"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze"" data-cloze=""&lt;u&gt;series&lt;&#x2F;u&gt;"" data-ordinal=""1"">[parallel/series]</span> will always&nbsp;be <span class=""cloze-inactive"" data-ordinal=""2""><i>lower</i></span> than the capacitance of one on its own."	"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze"" data-ordinal=""1""><u>series</u></span> will always&nbsp;be <span class=""cloze-inactive"" data-ordinal=""2""><i>lower</i></span> than the capacitance of one on its own.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Keep in mind that the equivalent capacitance of capacitors in series is essentially the same as one single capacitor with its plates spaced far apart. As you increase the distance between the plates of a capacitor, the capacitance decreases (according to the parallel plates capacitor equation).</div><div><br></div><div><img src=""6ef17646905d98b8aed70c7d164216b1.png""><br></div><div><br></div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div>"
"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze-inactive"" data-ordinal=""1""><u>series</u></span> will always&nbsp;be <span class=""cloze"" data-cloze=""&lt;i&gt;lower&lt;&#x2F;i&gt;"" data-ordinal=""2"">[greater/lower]</span> than the capacitance of one on its own."	"The <i>total </i><b>capacitance (C)</b> of capacitors in <span class=""cloze-inactive"" data-ordinal=""1""><u>series</u></span> will always&nbsp;be <span class=""cloze"" data-ordinal=""2""><i>lower</i></span> than the capacitance of one on its own.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Keep in mind that the equivalent capacitance of capacitors in series is essentially the same as one single capacitor with its plates spaced far apart. As you increase the distance between the plates of a capacitor, the capacitance decreases (according to the parallel plates capacitor equation).</div><div><br></div><div><img src=""6ef17646905d98b8aed70c7d164216b1.png""><br></div><div><br></div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div>"
"The <span class=""cloze"" data-cloze=""&lt;u&gt;charges&#x20;&#x28;q&#x29;&lt;&#x2F;u&gt;"" data-ordinal=""1"">[...]</span> <i>stored </i>on <b>capacitors</b> in <span class=""cloze-inactive"" data-ordinal=""2"">series</span> must always<i> </i>be <i>equal</i> in magnitude."	"The <span class=""cloze"" data-ordinal=""1""><u>charges (q)</u></span> <i>stored </i>on <b>capacitors</b> in <span class=""cloze-inactive"" data-ordinal=""2"">series</span> must always<i> </i>be <i>equal</i> in magnitude.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>...due to the <b>conservation of charge</b> (considering they're all connected to each other).</div><div><br></div><div><img src=""6ef17646905d98b8aed70c7d164216b1.png""><br></div><div><br></div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div>"
"The <span class=""cloze-inactive"" data-ordinal=""1""><u>charges (q)</u></span> <i>stored </i>on <b>capacitors</b> in <span class=""cloze"" data-cloze=""series"" data-ordinal=""2"">[series/parallel]</span> must always<i> </i>be <i>equal</i> in magnitude."	"The <span class=""cloze-inactive"" data-ordinal=""1""><u>charges (q)</u></span> <i>stored </i>on <b>capacitors</b> in <span class=""cloze"" data-ordinal=""2"">series</span> must always<i> </i>be <i>equal</i> in magnitude.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>...due to the <b>conservation of charge</b> (considering they're all connected to each other).</div><div><br></div><div><img src=""6ef17646905d98b8aed70c7d164216b1.png""><br></div><div><br></div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div>"
"<div>For <b>capacitors </b>in <span class=""cloze"" data-cloze=""series"" data-ordinal=""2"">[series/parallel]</span>, the battery's voltage (V) will be the <i>sum </i>of the voltages (V) of <i>each </i>capacitor.</div>"	"<div>For <b>capacitors </b>in <span class=""cloze"" data-ordinal=""2"">series</span>, the battery's voltage (V) will be the <i>sum </i>of the voltages (V) of <i>each </i>capacitor.</div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Remember, capacitors in series will have different voltages but the same charges.</div><div><br></div><div><img src=""ea2f7a5d03c31a197dc5be3786e578c4.png""><br></div><div><br></div><div><img src=""6ef17646905d98b8aed70c7d164216b1.png""><br></div><div><br></div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div>"
"<div><div>Equivalent capacitance (C) stored<i>&nbsp;</i>by <b>capacitors</b>&nbsp;in <span class=""cloze"" data-cloze=""&lt;u&gt;series&lt;&#x2F;u&gt;"" data-ordinal=""1"">[parallel/series]</span> in a circuit:</div><div><br></div><span class=""cloze-inactive"" data-ordinal=""3""><img src=""6ef17646905d98b8aed70c7d164216b1.png""></span></div>"	"<div><div>Equivalent capacitance (C) stored<i>&nbsp;</i>by <b>capacitors</b>&nbsp;in <span class=""cloze"" data-ordinal=""1""><u>series</u></span> in a circuit:</div><div><br></div><span class=""cloze-inactive"" data-ordinal=""3""><img src=""6ef17646905d98b8aed70c7d164216b1.png""></span></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div></div>"
"<div><div>Equivalent capacitance (C) stored<i>&nbsp;</i>by <b>capacitors</b>&nbsp;in <span class=""cloze-inactive"" data-ordinal=""1""><u>series</u></span> in a circuit:</div><div><br></div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;6ef17646905d98b8aed70c7d164216b1&#x2E;png&quot;&gt;"" data-ordinal=""3"">[...]</span></div>"	"<div><div>Equivalent capacitance (C) stored<i>&nbsp;</i>by <b>capacitors</b>&nbsp;in <span class=""cloze-inactive"" data-ordinal=""1""><u>series</u></span> in a circuit:</div><div><br></div><span class=""cloze"" data-ordinal=""3""><img src=""6ef17646905d98b8aed70c7d164216b1.png""></span></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div><img src=""8298491c41c0f5f2c6d81480a01f8426.png""><br></div></div>"
"<b>Resistors&nbsp;</b>in <span class=""cloze"" data-cloze=""series"" data-ordinal=""1"">[parallel/series]</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze-inactive"" data-ordinal=""2""><u>currents (I)</u></span> across them."	"<b>Resistors&nbsp;</b>in <span class=""cloze"" data-ordinal=""1"">series</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze-inactive"" data-ordinal=""2""><u>currents (I)</u></span> across them.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Resitors in series are ""one after the other."" Any amount of charge that flows through the first resistor will be the same in the second (where else would the flowing charge go otherwise?)</div><div>- Resistors in <u>parallel</u> are the ones with the same voltages (V).</div><div><br></div><div><img src=""e36c3b281f68e6a7a916ee87952f9292.png""><br></div><div><br></div><img src=""63f47c687c85c091bb27a1791db49fbd.png""></div>"
"<b>Resistors&nbsp;</b>in <span class=""cloze-inactive"" data-ordinal=""1"">series</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze"" data-cloze=""&lt;u&gt;currents&#x20;&#x28;I&#x29;&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> across them."	"<b>Resistors&nbsp;</b>in <span class=""cloze-inactive"" data-ordinal=""1"">series</span> have the&nbsp;<i>same&nbsp;</i><span class=""cloze"" data-ordinal=""2""><u>currents (I)</u></span> across them.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Resitors in series are ""one after the other."" Any amount of charge that flows through the first resistor will be the same in the second (where else would the flowing charge go otherwise?)</div><div>- Resistors in <u>parallel</u> are the ones with the same voltages (V).</div><div><br></div><div><img src=""e36c3b281f68e6a7a916ee87952f9292.png""><br></div><div><br></div><img src=""63f47c687c85c091bb27a1791db49fbd.png""></div>"
"<div>Equation showing <b>resistors </b>adding in <span class=""cloze"" data-cloze=""series"" data-ordinal=""1"">[parallel/series]</span>.</div><div><br></div><img src=""e36c3b281f68e6a7a916ee87952f9292.png"">"	"<div>Equation showing <b>resistors </b>adding in <span class=""cloze"" data-ordinal=""1"">series</span>.</div><div><br></div><img src=""e36c3b281f68e6a7a916ee87952f9292.png"">
<hr>

<div style=""font-style:italic;color:gray;"">

<div><u>Opposite</u> of capacitors adding in series.</div><div><br></div><div><img src=""paste-acebbc43b82803a93341139fd60f402bf1b2f40f.jpg""><br></div><div><br></div><img src=""63f47c687c85c091bb27a1791db49fbd.png""></div>"
